16,1,25
43,90,25
41,101,25
44,184,25
12,248,25
21,278,25
6,327,20
6,398,25
17,406,20
39,460,25
73,6,25
75,81,20
83,150,25
63,195,25
84,231,25
76,262,25
82,318,25
82,354,25
55,425,25
85,469,20
133,36,25
103,82,20
126,132,25
105,189,25
102,210,25
130,280,25
118,319,20
112,373,25
145,429,25
112,463,25
174,1,20
157,97,25
194,148,25
176,180,25
172,221,25
152,283,20
171,347,25
185,351,25
155,437,25
152,500,25
223,39,25
246,94,20
204,125,20
229,154,20
231,243,20
240,299,25
238,350,20
204,359,25
205,450,20
209,499,20
261,8,25
259,91,20
282,110,25
285,180,20
270,227,25
277,284,25
281,322,25
272,358,25
277,403,25
257,479,25
323,12,20
337,97,20
311,111,20
319,171,25
312,245,25
342,271,25
347,333,25
334,377,20
323,405,20
324,483,25
352,48,25
388,52,25
376,120,25
387,151,20
382,237,20
367,273,25
387,333,25
396,376,25
381,429,25
354,485,25
432,32,25
443,61,20
412,149,20
445,160,25
414,238,25
401,255,25
424,325,25
408,370,20
428,410,25
414,455,25
453,47,20
488,75,25
473,107,25
456,198,25
492,221,20
467,282,25
462,318,25
451,396,25
490,432,25
483,486,20
