5,17,25
28,50,20
31,55,25
17,92,20
23,102,20
3,116,25
23,156,25
33,175,25
6,202,20
43,203,25
34,265,20
2,286,25
46,317,25
31,309,25
38,383,25
3,393,20
15,411,20
31,434,20
45,491,25
15,499,25
99,42,25
72,44,25
80,72,25
66,91,25
72,150,25
84,113,25
68,180,25
91,191,25
76,221,25
87,229,25
60,286,25
60,269,25
100,326,25
80,301,20
68,358,25
83,352,20
67,442,25
63,431,25
73,496,25
72,499,25
119,46,20
105,13,25
128,80,25
131,74,25
119,124,25
126,148,25
132,173,25
111,157,25
120,218,25
133,202,25
129,268,25
121,267,25
125,330,25
137,326,20
139,399,25
110,372,20
110,421,20
117,432,25
139,455,25
102,464,25
195,29,25
172,45,25
174,82,20
180,59,25
155,114,25
182,150,25
199,174,25
189,168,25
169,247,25
190,220,25
193,257,25
163,294,25
170,320,20
181,319,20
193,389,25
152,364,25
175,432,25
192,438,25
194,493,25
192,497,25
216,16,25
233,42,25
247,72,20
239,80,25
244,127,25
250,137,25
218,194,25
223,156,25
203,210,25
241,250,20
227,270,25
250,258,20
245,309,25
228,318,20
201,374,25
224,356,25
211,425,25
203,405,25
215,452,25
226,484,25
285,50,25
283,48,25
270,60,25
292,73,20
253,116,25
279,109,20
290,184,20
252,153,25
292,213,25
297,213,20
277,284,20
256,252,25
290,324,25
293,316,20
280,369,25
261,379,20
294,434,25
289,407,25
268,453,25
282,478,25
304,44,20
322,16,25
342,57,25
350,73,25
315,136,25
324,141,20
325,156,20
325,159,25
340,203,25
320,222,25
306,282,25
334,259,25
312,311,25
344,310,25
303,378,25
319,363,20
304,408,25
319,414,25
305,487,25
318,491,25
394,28,20
373,11,25
399,55,20
362,89,25
396,107,25
355,129,25
351,164,25
390,153,25
382,220,25
388,217,20
393,266,25
380,276,25
360,322,25
364,346,25
394,393,25
391,363,25
355,410,25
385,432,25
377,495,20
361,466,25
424,25,20
442,2,25
412,97,25
447,88,25
421,135,20
416,150,25
419,186,25
433,158,25
409,207,25
425,202,25
417,261,25
414,300,25
437,302,25
406,319,25
450,396,25
434,381,20
409,413,25
434,405,25
428,469,25
425,491,25
488,6,25
457,38,25
495,59,25
457,60,25
471,114,25
486,119,25
455,190,25
491,157,25
483,227,25
472,243,25
471,285,25
475,279,20
499,318,25
480,302,25
459,357,25
490,381,25
478,444,25
456,442,25
485,491,25
478,494,25
