48,11,25
3,89,25
20,110,25
31,180,25
25,221,25
30,279,25
26,303,25
49,353,25
8,436,25
23,493,25
55,18,25
77,65,25
57,148,25
99,179,20
56,228,25
85,254,25
85,346,25
89,390,25
60,427,20
54,474,25
142,23,25
115,56,25
123,106,25
111,166,25
148,238,25
124,264,25
131,335,25
130,352,25
147,436,20
147,476,25
188,38,25
190,63,25
191,144,25
167,175,25
174,201,25
152,296,25
158,331,25
156,385,25
180,405,25
161,457,25
206,48,25
248,95,25
214,121,25
202,177,25
237,219,25
238,252,25
206,303,25
202,382,20
231,414,25
210,461,25
297,3,25
286,68,25
252,144,25
251,181,25
253,210,25
267,271,25
265,307,25
279,387,25
267,440,25
270,493,25
322,20,25
343,90,20
319,131,25
302,180,25
319,243,25
315,259,25
315,334,25
317,389,25
301,416,25
339,455,20
393,30,25
375,63,25
363,150,25
373,193,25
377,207,25
360,283,25
375,305,25
358,388,20
369,411,25
376,472,25
446,14,25
447,66,25
420,131,25
437,199,25
415,208,25
427,290,25
446,329,25
450,383,20
428,417,25
444,474,25
456,27,20
477,86,25
467,131,25
497,174,25
483,241,25
455,270,20
476,318,25
451,400,25
475,449,25
464,468,25
