22,8,25
17,60,25
17,148,25
44,189,25
24,243,25
11,270,25
18,330,25
25,373,25
45,429,25
44,468,25
83,17,20
52,52,25
79,119,20
96,158,25
54,250,25
64,262,25
95,340,25
94,357,20
88,429,25
70,453,20
138,3,25
140,51,25
119,143,25
145,165,20
114,203,25
118,257,25
140,328,25
118,353,25
118,437,25
117,484,25
165,15,25
152,89,25
152,145,25
167,154,25
164,205,25
197,284,25
184,350,20
158,373,25
157,408,25
168,465,25
225,31,25
233,66,25
246,125,25
237,154,25
203,221,20
210,296,25
246,340,25
225,360,25
248,418,25
207,478,25
284,19,25
293,60,25
296,101,25
283,175,25
254,206,25
272,298,25
300,349,25
286,369,25
275,450,25
289,484,25
338,28,25
321,58,25
327,138,25
305,177,25
333,206,25
336,295,25
320,302,25
336,371,25
340,402,20
349,467,25
379,40,25
373,77,25
362,142,25
388,176,25
364,212,25
369,285,25
352,318,25
375,388,25
395,411,25
356,486,20
440,35,25
432,70,25
447,141,25
449,171,25
411,202,25
408,272,25
426,319,25
420,392,25
431,442,25
404,475,25
458,17,25
471,59,20
458,139,25
493,151,25
487,203,25
482,272,25
499,311,25
459,398,25
490,429,25
481,469,25
