1,15,25
20,53,20
14,122,25
20,175,25
3,242,25
20,272,25
4,325,20
14,370,25
32,404,20
43,486,25
66,11,25
55,86,25
99,125,20
61,152,25
95,212,25
64,259,25
54,310,20
80,368,25
64,440,25
86,481,25
129,25,25
129,98,25
125,141,25
118,172,25
104,205,25
112,293,25
122,343,25
109,369,25
103,411,25
131,496,25
164,16,25
174,96,20
155,139,25
171,183,25
160,204,25
169,272,25
161,327,25
195,384,25
157,406,25
160,487,20
204,22,25
229,71,25
216,121,25
212,175,25
240,209,25
203,285,25
248,302,20
209,372,25
247,410,25
213,482,20
264,10,25
251,93,25
262,119,25
282,163,25
296,243,20
260,298,20
276,320,25
261,380,25
286,403,25
287,473,20
312,41,25
347,65,20
349,122,25
316,169,25
348,232,25
349,262,20
338,338,25
305,371,25
327,438,25
331,458,25
380,24,20
393,80,25
351,148,25
389,186,20
382,237,25
393,271,25
388,307,25
381,395,25
361,418,25
385,491,25
402,14,25
416,66,25
445,120,25
441,177,25
416,245,20
444,266,25
406,316,25
425,354,25
449,438,25
432,490,25
462,18,25
495,65,20
470,113,25
479,157,20
456,241,25
456,260,25
463,333,25
489,397,25
480,412,20
463,489,25
