19,10,20
17,98,25
3,137,25
22,178,20
21,250,20
36,284,20
35,334,20
7,400,25
2,429,25
34,460,25
93,33,20
60,72,20
57,130,25
70,180,25
65,231,25
92,300,25
68,330,20
96,394,20
64,430,25
72,466,25
130,24,25
135,82,25
104,116,25
133,171,25
136,249,25
117,256,25
139,322,20
114,358,25
123,427,25
144,476,25
184,15,25
185,54,25
162,134,20
168,190,25
151,231,25
196,251,20
172,324,25
167,390,20
152,409,20
174,458,25
213,46,20
239,60,25
205,129,20
228,172,25
233,234,25
248,261,25
212,306,20
223,373,25
239,418,25
221,493,25
278,44,25
266,56,25
283,124,25
278,183,20
287,227,25
261,256,25
254,321,25
269,389,25
289,447,25
260,457,20
344,25,25
334,88,20
318,108,20
314,153,25
313,223,20
318,287,20
335,336,25
301,367,25
314,410,25
322,495,20
388,19,25
390,98,25
384,122,25
389,159,25
400,226,25
380,258,25
371,338,25
390,366,25
355,406,25
384,475,25
443,29,25
435,80,25
444,150,25
444,181,25
427,224,25
412,275,25
429,343,25
430,363,25
405,432,25
437,495,20
480,1,20
494,75,25
461,128,25
452,181,20
453,225,20
457,261,20
460,303,25
465,377,25
475,427,20
457,475,25
