49,33,25
12,39,20
20,79,25
34,53,25
24,120,20
32,114,25
5,158,25
16,160,25
7,246,20
22,240,25
8,276,25
2,282,25
31,306,25
49,325,25
46,379,25
36,386,25
50,414,20
24,404,25
22,484,25
39,499,25
77,49,20
79,24,25
93,91,25
66,100,25
98,109,20
96,140,25
95,161,20
76,187,25
71,203,25
57,244,25
69,287,20
88,295,25
100,302,25
61,316,20
52,357,20
90,370,20
69,410,25
87,439,25
58,494,25
94,459,20
101,4,25
117,1,25
119,78,20
129,90,25
128,132,25
112,101,25
104,174,25
104,161,25
107,230,25
125,250,25
116,278,25
118,287,25
148,329,25
102,332,20
106,360,25
116,369,25
144,437,25
137,425,25
141,461,25
132,453,20
158,34,20
182,19,25
170,70,25
192,68,25
169,139,20
199,103,25
168,172,20
173,188,25
193,247,20
177,231,25
168,259,25
190,288,20
192,332,25
160,306,20
170,383,25
168,388,25
189,440,20
191,445,25
186,467,25
199,472,25
225,30,25
232,37,25
248,69,20
218,89,25
205,146,20
238,121,25
241,189,20
234,158,20
202,203,25
211,229,25
214,271,25
240,253,25
204,344,20
209,314,25
232,355,25
205,381,25
219,444,25
216,425,20
242,500,25
222,490,25
274,4,25
276,45,25
274,68,25
273,91,20
272,108,25
252,136,25
291,186,25
286,187,20
260,218,25
261,220,25
289,263,20
274,284,25
294,333,20
292,339,25
289,390,25
264,358,20
254,430,25
263,442,20
298,469,25
287,470,25
304,5,25
324,10,25
324,57,25
334,100,20
339,122,25
316,131,25
327,167,20
329,164,25
333,205,25
324,236,25
343,293,20
333,286,20
336,322,25
334,320,20
320,386,20
321,383,25
327,440,25
329,445,25
341,476,25
329,476,25
374,15,25
385,26,20
359,80,25
352,57,25
400,132,25
379,101,25
376,179,25
399,195,25
356,247,25
394,224,20
394,267,20
387,298,25
357,301,25
386,324,25
360,362,25
378,391,25
354,441,20
379,440,25
398,500,25
351,495,25
444,39,20
411,33,20
448,98,20
405,75,20
446,144,25
414,146,20
425,182,25
447,195,25
419,206,20
426,233,25
437,252,25
404,263,25
433,315,25
404,350,25
439,370,25
437,394,20
407,438,25
405,417,25
411,482,20
412,471,25
453,22,25
473,33,25
451,71,25
456,52,25
462,113,20
495,108,20
497,169,20
452,167,20
476,237,25
472,215,25
459,273,25
493,265,25
476,338,20
468,344,25
469,388,20
483,396,25
451,441,25
492,436,20
466,472,20
461,475,25
